AAPL,2021-11-02 20:00:03,150.02
aapl,2021-11-02 20:00:03,150.02
Googl,2021-11-02 20:00:03,2908.65
T,2021-11-02 20:02:37,25.23
AMZN,2021-11-02 20:00:03,3312.75
AB,2021-11-02 20:00:02,56.12
AMZN,2021-11-02 20:00:03,3312.75
ZOM,2021-11-02 20:00:02,0.5198
UUU,2021-11-02 20:00:00,5.18
